순번,법령명,지역명,제정·개정구분,법령종류,공포번호,공포일자,시행일자,부서
251,서울특별시 마포구 고독사 예방 및 사회적 고립가구 안전망 확충을 위한 조례,마포구,제정,조례,제1187호,2018. 12. 27.,2018. 12. 27.,복지정책과
252,서울특별시 마포구 사회적경제 기본 조례,마포구,제정,조례,제1211호,2019. 3. 28.,2019. 3. 28.,일자리지원과
253,서울특별시 마포구 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,마포구,제정,조례,제975호,2014. 10. 16.,2014. 10. 16.,일자리지원과
254,서울특별시 마포구 사회적기업 육성 및 지원에 관한 조례,마포구,일부개정,조례,제1240호,2019. 8. 1.,2019. 8. 1.,일자리지원과
255,서울특별시 마포구 사회적기업 육성 및 지원에 관한 조례 시행규칙,마포구,일부개정,규칙,제732호,2019. 8. 1.,2019. 8. 1.,일자리지원과
256,서울특별시 사회적 가족도시 구현을 위한 1인가구 지원 기본 조례,서울특별시,타법개정,조례,제8235호,2021. 12. 30.,2021. 12. 30.,1인가구특별대책추진단
257,서울특별시 사회적 가족도시 구현을 위한 1인가구 지원 기본조례 시행규칙,서울특별시,제정,규칙,제4459호,2022. 1. 13.,2022. 1. 13.,
258,서울특별시 사회적 가치 증대를 위한 공공조달에 관한 조례,서울특별시,타법개정,조례,제7044호,2019. 3. 28.,2019. 3. 28.,재무과
259,서울특별시 사회적경제 기본 조례,서울특별시,타법개정,조례,제8127호,2021. 9. 30.,2021. 9. 30.,사회적경제담당관
260,서울특별시 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,서울특별시,타법개정,조례,제7044호,2019. 3. 28.,2019. 3. 28.,사회적경제담당관
261,서울특별시 사회적 고립청년 지원에 관한 조례,서울특별시,제정,조례,제8250호,2021. 12. 30.,2021. 12. 30.,
262,서울특별시 사회적기업 육성에 관한 조례,서울특별시,타법개정,조례,제7782호,2020. 12. 31.,2020. 12. 31.,사회적경제담당관
263,서울특별시 사회적기업 육성에 관한 조례 시행규칙,서울특별시,제정,규칙,제3703호,2009. 11. 12.,2009. 11. 12.,사회적경제담당관
264,서울특별시 사회적농업 육성 및 지원 조례,서울특별시,제정,조례,제7623호,2020. 7. 16.,2020. 7. 16.,도시농업과
265,서울특별시 서대문구 사회적경제기업제품 구매촉진 및 판로지원에 관한 조례,서대문구,제정,조례,제1089호,2015. 11. 4.,2015. 11. 4.,사회적경제과
266,서울특별시 서대문구 사회적경제 활성화 지원 조례,서대문구,일부개정,조례,제1352호,2020. 4. 16.,2020. 5. 1.,사회적경제과
267,서울특별시 서대문구 사회적 고립 1인 가구 고독사 예방 및 지원 조례,서대문구,제정,조례,제1252호,2018. 7. 4.,2018. 7. 4.,복지정책과
268,서울특별시 서대문구 사회적기업 육성 및 지원 조례,서대문구,일부개정,조례,제1325호,2019. 8. 7.,2019. 8. 7.,사회적경제과
269,서울특별시 서대문구 사회적기업 육성 및 지원 조례 시행규칙,서대문구,제정,규칙,제599호,2011. 6. 15.,2011. 6. 15.,사회적경제과
270,서울특별시 서초구 사회적경제 기본 조례,서초구,제정,조례,제1350호,2021. 9. 23.,2021. 9. 23.,일자리경제과
271,서울특별시 성동구 1인 가구의 사회적 고립 및 고독사 예방에 관한 조례,성동구,제정,조례,제1418호,2021. 3. 15.,2021. 4. 1.,복지정책과
272,서울특별시 성동구 사회적경제활성화기금 설치 및 운용 조례,성동구,일부개정,조례,제1451호,2021. 9. 16.,2021. 9. 16.,
273,서울특별시 성동구 사회적경제 활성화 지원에 관한 조례,성동구,일부개정,조례,제1322호,2019. 7. 5.,2019. 7. 5.,일자리정책과
274,서울특별시 성북구 고독사 예방 및 사회적 고립가구 안전망 확충을 위한 조례,성북구,제정,조례,제1221호,2018. 11. 15.,2018. 11. 15.,복지정책과
275,서울특별시 성북구 사회적가치 실현을 위한 사회적경제 기본 조례,성북구,일부개정,조례,제1282호,2019. 11. 7.,2020. 1. 1.,주민공동체과
276,서울특별시 성북구 사회적경제제품 구매촉진 및 판로지원에 관한 조례,성북구,일부개정,조례,제1022호,2014. 12. 26.,2014. 12. 26.,사회적경제과
277,서울특별시 성북구 사회적경제제품 구매촉진 및 판로지원에 관한 조례 시행규칙,성북구,제정,규칙,제577호,2012. 10. 12.,2012. 10. 12.,사회적경제과
278,서울특별시 성북구 사회적 고립청년 지원에 관한 조례,성북구,제정,조례,제1429호,2021. 12. 31.,2021. 12. 31.,
279,서울특별시 성북구 사회적기업 육성 및 지원에 관한 조례,성북구,일부개정,조례,제1083호,2015. 11. 5.,2015. 11. 5.,사회적경제과
280,서울특별시 송파구 사회적경제 활성화 지원에 관한 조례,송파구,전부개정,조례,제1489호,2019. 7. 1.,2019. 7. 1.,일자리정책담당관
281,서울특별시 양천구 사회적경제 활성화 및 지원에 관한 조례,양천구,일부개정,조례,제1569호,2021. 4. 5.,2021. 4. 5.,일자리경제과
282,서울특별시 양천구 사회적 고립청년 지원에 관한 조례,양천구,제정,조례,제1521호,2020. 10. 29.,2020. 10. 29.,일자리경제과
283,서울특별시 양천구 사회적기업 육성 및 지원 조례,양천구,일부개정,조례,제1569호,2021. 4. 5.,2021. 4. 5.,일자리경제과
284,서울특별시 영등포구 사회적경제 육성 및 지원에 관한 조례,영등포구,일부개정,조례,제1187호,2017. 10. 19.,2017. 10. 19.,사회적경제과
285,서울특별시 영등포구 사회적경제 육성 및 지원에 관한 조례 시행규칙,영등포구,일부개정,규칙,제785호,2015. 12. 28.,2015. 12. 28.,사회적경제과
286,서울특별시 영등포구 사회적경제지원센터 운영 규칙,영등포구,일부개정,규칙,제801호,2021. 8. 26.,2021. 8. 26.,사회적경제과
287,서울특별시 영등포구 사회적책임경영 활성화 지원 조례,영등포구,제정,조례,제1494호,2021. 12. 30.,2021. 12. 30.,
288,서울특별시 용산구 고독사 예방 및 사회적 고립가구 지원에 관한 조례,용산구,제정,조례,제1317호,2019. 11. 8.,2019. 11. 8.,복지정책과
289,서울특별시 용산구 사회적경제 육성 및 지원에 관한 조례,용산구,일부개정,조례,제1345호,2020. 5. 15.,2020. 5. 15.,일자리경제과
290,서울특별시 은평구 고독사 예방 및 사회적 고립가구 지원에 관한 조례,은평구,일부개정,조례,제1483호,2021. 12. 9.,2021. 12. 9.,복지정책과 희망복지지원팀
291,서울특별시 은평구 사회적경제 기본조례,은평구,일부개정,조례,제1314호,2019. 11. 14.,2019. 11. 14.,사회적경제과 사회적경제팀
292,서울특별시 은평구 사회적기업 육성에 관한 조례,은평구,일부개정,조례,제1342호,2020. 5. 14.,2020. 5. 14.,사회적경제과 사회적경제팀
293,서울특별시 은평구 사회적기업 육성에 관한 조례 시행규칙,은평구,일부개정,규칙,제717호,2015. 6. 25.,2015. 6. 25.,사회적경제과 사회적경제팀
294,서울특별시 종로구 고독사 예방 및 사회적 고립가구 지원에 관한 조례,종로구,제정,조례,제1310호,2019. 4. 5.,2019. 4. 5.,희망복지지원팀
295,서울특별시 종로구 사회적경제 활성화 및 지원에 관한 조례,종로구,제정,조례,제1172호,2016. 6. 17.,2016. 6. 17.,생활경제팀
296,서울특별시 중구 사회적경제 활성화 및 지원에 관한 조례,중구,제정,조례,제1471호,2019. 11. 8.,2019. 11. 8.,사회적경제과
297,서울특별시 중구 사회적기업 육성에 관한 조례,중구,제정,조례,제1081호,2011. 7. 22.,2011. 7. 22.,사회적경제과
298,서울특별시 중구 사회적기업 육성에 관한 조례 시행규칙,중구,일부개정,규칙,제691호,2017. 11. 15.,2017. 11. 15.,사회적경제과
299,서울특별시 중랑구 사회적경제 활성화 지원에 관한 조례,중랑구,일부개정,조례,제1443호,2021. 7. 13.,2021. 7. 13.,일자리창출과
300,서천군 사회적경제제품 구매촉진 및 판로지원에 관한 조례,서천군,일부개정,조례,제2600호,2019. 10. 21.,2019. 10. 21.,지역경제과
301,성남시 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,성남시,제정,조례,제3505호,2020. 6. 12.,2020. 6. 12.,지역경제과
302,성남시 사회적경제 활성화에 관한 조례,성남시,일부개정,조례,제3548호,2020. 12. 14.,2020. 12. 14.,지역경제과
303,성남시 사회적경제 활성화에 관한 조례 시행규칙,성남시,일부개정,규칙,제1925호,2019. 12. 2.,2019. 12. 2.,지역경제과
304,성주군 사회적경제 육성 및 지원에 관한 조례,성주군,제정,조례,제2222호,2017. 12. 14.,2017. 12. 14.,경제교통과
305,세종특별자치시교육청 사회적경제 활성화 지원 조례,세종특별자치시교육청,전부개정,조례,제1652호,2021. 4. 12.,2021. 4. 12.,교육협력과
306,세종특별자치시 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,세종특별자치시,제정,조례,제1428호,2019. 12. 16.,2019. 12. 16.,참여공동체과
307,세종특별자치시 사회적경제 육성 지원에 관한 조례,세종특별자치시,일부개정,조례,제1714호,2021. 7. 15.,2021. 7. 15.,참여공동체과
308,세종특별자치시 사회적경제 육성 지원에 관한 조례 시행규칙,세종특별자치시,전부개정,규칙,제199호,2017. 9. 29.,2017. 9. 29.,참여공동체과
309,속초시 1인가구 사회적 고립 및 고독사 예방 조례,속초시,일부개정,조례,제2741호,2020. 4. 17.,2020. 6. 16.,
310,속초시 사회적기업 육성 및 지원 조례,속초시,일부개정,조례,제2886호,2021. 12. 31.,2022. 1. 1.,
311,수원시 사회적경제 육성지원에 관한 조례,수원시,일부개정,조례,제4236호,2021. 11. 5.,2021. 11. 5.,사회적경제팀
312,순창군 사회적기업 육성 및 지원에 관한 조례,순창군,제정,조례,제2011호,2010. 11. 1.,2010. 11. 1.,일자리 창출
313,순창군 사회적기업 육성 및 지원에 관한 조례 시행 규칙,순창군,제정,규칙,제1053호,2010. 12. 31.,2010. 12. 31.,일자리창출
314,순천시 사회적경제 활성화 조례,순천시,일부개정,조례,제2214호,2020. 12. 31.,2020. 12. 31.,지역경제과
315,시흥시 사회적경제 육성 및 지원에 관한 조례,시흥시,일부개정,조례,제1939호,2020. 7. 16.,2020. 7. 16.,일자리총괄과
316,시흥시 사회적기업 육성 및 지원에 관한 조례 시행규칙,시흥시,제정,규칙,제702호,2010. 12. 31.,2010. 12. 31.,
317,신안군 사회적경제 육성 및 지원에 관한 조례,신안군,일부개정,조례,제2427호,2021. 11. 16.,2021. 11. 16.,
318,아산시 사회적경제 육성 및 지원에 관한 조례,아산시,전부개정,조례,제1975호,2020. 5. 14.,2020. 5. 14.,사회적경제과
319,아산시 사회적경제제품 구매촉진 및 판로지원에 관한 조례,아산시,일부개정,조례,제1742호,2018. 3. 15.,2018. 3. 15.,사회적경제과
320,안동시 사회적경제활동 지원 조례,안동시,일부개정,조례,제1282호,2017. 11. 17.,2017. 11. 17.,일자리경제과
321,안산시 1인 가구의 사회적 고립 및 고독사 예방과 지원에 관한 조례,안산시,제정,조례,제2420호,2020. 10. 7.,2020. 10. 7.,복지정책과
322,안산시 사회적경제 육성 지원에 관한 조례,안산시,일부개정,조례,제2413호,2020. 10. 7.,2020. 10. 7.,
323,안성시 사회적경제 육성 지원에 관한 조례,안성시,일부개정,조례,제1742호,2021. 7. 9.,2021. 7. 9.,일자리경제과
324,안양시 1인가구 사회적 고립과 고독사 예방 및 지원 조례,안양시,제정,조례,제3291호,2021. 2. 19.,2021. 2. 19.,복지정책과
325,안양시 사회적경제 육성 지원에 관한 조례,안양시,일부개정,조례,제3256호,2020. 11. 13.,2020. 11. 13.,일자리정책과
326,안양시 정신질환자의 사회적응 지원에 관한 조례,안양시,제정,조례,제2897호,2017. 11. 16.,2017. 11. 16.,만안보건과
327,양구군 사회적기업 육성에 관한 조례,양구군,일부개정,조례,제2483호,2021. 8. 13.,2021. 8. 13.,경제일자리과
328,양산시 사회적경제 활성화 및 지원에 관한 조례,양산시,일부개정,조례,제1799호,2021. 12. 16.,2021. 12. 16.,일자리경제과(사회적경제팀)
329,양양군 사회적경제 육성 및 지원에 관한 조례,양양군,제정,조례,제2566호,2018. 10. 1.,2018. 10. 1.,경제에너지과
330,양주시 사회적경제 육성 및 지원에 관한 조례,양주시,제정,조례,제810호,2015. 12. 31.,2015. 12. 31.,일자리정책과
331,양평군 1인 가구의 사회적 고립 및 고독사 예방에 관한 조례,양평군,제정,조례,제2700호,2019. 12. 26.,2019. 12. 26.,지역돌봄과
332,양평군 사회적경제 육성 및 지원 조례,양평군,일부개정,조례,제2854호,2021. 9. 27.,2021. 9. 27.,일자리경제과
333,여수시 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,여수시,제정,조례,제1696호,2021. 12. 31.,2021. 12. 31.,
334,여수시 사회적경제 육성과 지원에 관한 조례,여수시,일부개정,조례,제1696호,2021. 12. 31.,2021. 12. 31.,
335,여주시 사회적경제기업 제품 구매촉진 및 판로 지원 조례,여주시,제정,조례,제869호,2020. 9. 29.,2020. 9. 29.,일자리경제과
336,여주시 사회적경제 육성 및 지원에 관한 조례,여주시,일부개정,조례,제769호,2019. 11. 8.,2019. 11. 8.,일자리경제과
337,연천군 사회적기업 육성 및 지원에 관한 조례,연천군,일부개정,조례,제3637호,2020. 2. 21.,2020. 2. 21.,지역경제과
338,영광군 사회적경제 육성 및 지원에 관한 조례,영광군,일부개정,조례,제2452호,2017. 12. 26.,2017. 12. 26.,인구일자리정책실(사회적경제담당)
339,영덕군 사회적경제 육성 및 지원에 관한 조례,영덕군,제정,조례,제2018호,2017. 12. 31.,2017. 12. 31.,새마을경제과
340,영동군 사회적기업 육성ㆍ지원에 관한 조례,영동군,일부개정,조례,제2853호,2021. 5. 31.,2021. 5. 31.,농촌신활력과
341,영암군 사회적경제 육성과 지원에 관한 조례,영암군,전부개정,조례,제2359호,2018. 8. 9.,2018. 8. 9.,일자리공동체팀
342,영양군 고독사 예방 및 사회적 고립가구 지원 조례,영양군,제정,조례,제2281호,2021. 7. 2.,2021. 7. 2.,주민복지과 희망복지팀
343,영양군 사회적경제 육성 및 지원에 관한 조례,영양군,제정,조례,제2305호,2021. 12. 17.,2021. 12. 17.,경제일자리과 인구일자리팀
344,영월군 고독사 예방 및 사회적 고립가구 지원 조례,영월군,제정,조례,제2586호,2019. 6. 7.,2019. 6. 7.,주민복지과
345,영월군 사회적경제 육성 및 지원에 관한 조례,영월군,일부개정,조례,제2702호,2021. 7. 2.,2021. 7. 13.,경제고용과
346,영주시 사회적경제 육성 및 지원에 관한 조례,영주시,일부개정,조례,제1339호,2021. 5. 3.,2021. 5. 3.,
347,영천시 사회적경제 육성 및 지원에 관한 조례,영천시,일부개정,조례,제1092호,2021. 11. 8.,2021. 11. 8.,일자리노사과
348,예산군 사회적경제 육성 및 지원에 관한 조례,예산군,제정,조례,제2670호,2021. 5. 31.,2021. 5. 31.,산업건설국 경제과 일자리팀
349,예천군 사회적경제 육성 및 지원에 관한 조례,예천군,제정,조례,제2411호,2020. 10. 29.,2020. 10. 29.,새마을경제과
350,오산시 사회적경제 육성 및 지원 조례,오산시,일부개정,조례,제1952호,2021. 12. 23.,2022. 1. 24.,
351,오산시 사회적경제제품 구매촉진 및 판로지원에 관한 조례,오산시,일부개정,조례,제1971호,2022. 1. 13.,2022. 1. 13.,
352,옥천군 사회적기업 육성·지원에 관한 조례,옥천군,일부개정,조례,제2951호,2020. 12. 30.,2021. 1. 1.,경제과
353,옹진군 사회적경제 육성 및 지원에 관한 조례,옹진군,일부개정,조례,제2400호,2021. 11. 17.,2021. 11. 17.,
354,완도군 사회적경제 육성과 지원에 관한 조례,완도군,일부개정,조례,제2831호,2021. 12. 20.,2021. 12. 20.,
355,완주군 사회적경제 육성·지원에 관한 조례,완주군,일부개정,조례,제2896호,2021. 7. 1.,2021. 7. 1.,사회적경제과 소셜굿즈
356,완주군 사회적경제제품 구매촉진 및 판로지원에 관한 조례,완주군,일부개정,조례,제2666호,2019. 1. 3.,2019. 1. 28.,사회적경제과 소셜굿즈
357,용인시 사회적경제 육성 및 지원에 관한 조례,용인시,일부개정,조례,제2018호,2020. 5. 15.,2020. 5. 15.,지역경제과
358,울릉군 사회적기업 육성 및 지원에 관한 조례,울릉군,일부개정,조례,제1963호,2019. 11. 28.,2020. 1. 1.,일자리경제교통과
359,울산광역시교육청 사회적경제 활성화 지원 조례,울산광역시교육청,제정,조례,제1992호,2019. 8. 1.,2019. 8. 1.,재정복지과
360,울산광역시 남구 사회적경제 육성지원에 관한 조례,남구,일부개정,조례,제1193호,2021. 9. 30.,2021. 9. 30.,소상공인진흥과
361,울산광역시 남구 사회적 고립 1인가구 고독사 예방 및 지원 조례,남구,제정,조례,제1098호,2019. 12. 31.,2019. 12. 31.,복지지원과
362,울산광역시 동구 사회적경제일자리센터 설치 및 운영 조례,동구,전부개정,조례,제1044호,2021. 6. 17.,2021. 6. 17.,일자리정책과
363,울산광역시 동구 사회적경제일자리센터 설치 및 운영 조례 시행규칙,동구,전부개정,규칙,제540호,2021. 9. 16.,2021. 9. 16.,일자리정책과
364,울산광역시 동구 사회적경제 활성화 및 지원에 관한 조례,동구,일부개정,조례,제958호,2019. 10. 31.,2019. 10. 31.,일자리정책과
365,울산광역시 북구 사회적경제 육성 및 지원에 관한 조례,북구,제정,조례,제1166호,2020. 12. 31.,2020. 12. 31.,경제일자리담당관
366,울산광역시 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,울산광역시,일부개정,조례,제2244호,2020. 10. 29.,2021. 1. 1.,사회혁신담당관
367,울산광역시 사회적경제 육성 및 지원에 관한 조례,울산광역시,일부개정,조례,제2511호,2021. 12. 29.,2022. 1. 13.,
368,울산광역시 사회적 고립 1인 가구 고독사 예방 및 지원 조례,울산광역시,제정,조례,제1931호,2019. 3. 7.,2019. 9. 8.,복지인구정책과
369,울산광역시 사회적기업 육성에 관한 조례,울산광역시,일부개정,조례,제2179호,2020. 7. 1.,2020. 7. 1.,사회혁신담당관
370,울산광역시 사회적기업 육성에 관한 조례 시행규칙,울산광역시,제정,규칙,제572호,2010. 12. 9.,2010. 12. 9.,사회적경제과
371,울산광역시 사회적농업 육성 및 지원 조례,울산광역시,제정,조례,제2406호,2021. 7. 8.,2022. 1. 9.,
372,울산광역시 울주군 1인 가구의 사회적 고립 및 고독사 예방에 관한 조례,울주군,제정,조례,제1129호,2019. 3. 21.,2019. 3. 21.,노인장애인과
373,울산광역시 울주군 사회적경제 육성 및 지원에 관한 조례,울주군,일부개정,조례,제1264호,2020. 12. 31.,2020. 12. 31.,일자리정책과
374,울산광역시 중구 1인 가구의 사회적 고립 및 고독사 예방에 관한 조례,중구,제정,조례,제1126호,2021. 9. 27.,2021. 9. 27.,복지지원과
375,울산광역시 중구 사회적경제 육성 및 지원에 관한 조례,중구,일부개정,조례,제1042호,2020. 8. 3.,2020. 8. 3.,일자리기업과
376,울진군 사회적경제 육성 및 지원에 관한 조례,울진군,일부개정,조례,제2471호,2020. 7. 20.,2020. 7. 20.,일자리지원팀
377,원주시 1인 가구 사회적 고립 및 고독사 예방에 관한 조례,원주시,제정,조례,제1818호,2019. 11. 15.,2019. 11. 15.,복지정책과
378,원주시 사회적경제 기본 조례,원주시,일부개정,조례,제2055호,2021. 12. 31.,2021. 12. 31.,
379,원주시 사회적 고립청년 지원에 관한 조례,원주시,제정,조례,제2080호,2022. 2. 11.,2022. 2. 11.,
380,음성군 1인 가구의 사회적 고립 및 고독사 예방에 관한 조례,음성군,제정,조례,제2668호,2020. 12. 7.,2020. 12. 7.,보건소(건강증진과)
381,음성군 사회적기업 육성 및 지원에 관한 조례,음성군,일부개정,조례,제2788호,2021. 12. 8.,2021. 12. 8.,경제과
382,의령군 사회적경제 육성 및 지원에 관한 조례,의령군,제정,조례,제2447호,2020. 12. 16.,2020. 12. 16.,일자리경제과 일자리경제담당
383,의성군 사회적경제 활성화 조례,의성군,제정,조례,제2785호,2021. 7. 15.,2021. 7. 15.,일자리창출과
384,의왕시 사회적경제 육성 및 지원에 관한 조례,의왕시,일부개정,조례,제1723호,2019. 11. 28.,2019. 11. 28.,기업지원과
385,의정부시 살기 좋은 마을 만들기 및 사회적경제 육성 지원에 관한 조례,의정부시,일부개정,조례,제3184호,2022. 2. 9.,2022. 2. 9.,
